State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Uttar Pradesh,AMETHI,2012,Kharif     ,Groundnut,5,5
Uttar Pradesh,AMETHI,2012,Kharif     ,Guar seed,1,1
Uttar Pradesh,AMETHI,2012,Kharif     ,Jowar,4060,4018
Uttar Pradesh,AMETHI,2012,Kharif     ,Maize,399,416
Uttar Pradesh,AMETHI,2012,Kharif     ,Moong(Green Gram),96,49
Uttar Pradesh,AMETHI,2012,Kharif     ,Rice,118227,308454
Uttar Pradesh,AMETHI,2012,Kharif     ,Sesamum,596,111
Uttar Pradesh,AMETHI,2012,Kharif     ,Small millets,94,95
Uttar Pradesh,AMETHI,2012,Kharif     ,Sugarcane,1506,93814
Uttar Pradesh,AMETHI,2012,Kharif     ,Sweet potato,768,9943
Uttar Pradesh,AMETHI,2012,Kharif     ,Urad,4747,2673
Uttar Pradesh,AMETHI,2012,Rabi       ,Barley,1659,4438
Uttar Pradesh,AMETHI,2012,Rabi       ,Coriander,29,15
Uttar Pradesh,AMETHI,2012,Rabi       ,Garlic,15,78
Uttar Pradesh,AMETHI,2012,Rabi       ,Gram,2924,2658
Uttar Pradesh,AMETHI,2012,Rabi       ,Linseed,64,29
Uttar Pradesh,AMETHI,2012,Rabi       ,Masoor,1579,1110
Uttar Pradesh,AMETHI,2012,Rabi       ,Onion,165,3796
Uttar Pradesh,AMETHI,2012,Rabi       ,Peas & beans (Pulses),5133,4445
Uttar Pradesh,AMETHI,2012,Rabi       ,Potato,4130,62983
Uttar Pradesh,AMETHI,2012,Rabi       ,Rapeseed &Mustard,3014,2231
Uttar Pradesh,AMETHI,2012,Rabi       ,Turmeric,1,3
Uttar Pradesh,AMETHI,2012,Rabi       ,Wheat,126450,387190
Uttar Pradesh,AMETHI,2012,Summer     ,Maize,29,54
Uttar Pradesh,AMETHI,2012,Summer     ,Moong(Green Gram),648,440
Uttar Pradesh,AMETHI,2012,Summer     ,Onion,531,4361
Uttar Pradesh,AMETHI,2012,Summer     ,Sunflower,18,14
Uttar Pradesh,AMETHI,2012,Summer     ,Urad,4191,2702
Uttar Pradesh,AMETHI,2013,Kharif     ,Arhar/Tur,3956,2299
Uttar Pradesh,AMETHI,2013,Kharif     ,Bajra,773,736
Uttar Pradesh,AMETHI,2013,Kharif     ,Dry chillies,64,52
Uttar Pradesh,AMETHI,2013,Kharif     ,Groundnut,14,11
Uttar Pradesh,AMETHI,2013,Kharif     ,Jowar,3277,1929
Uttar Pradesh,AMETHI,2013,Kharif     ,Maize,601,400
Uttar Pradesh,AMETHI,2013,Kharif     ,Moong(Green Gram),85,27
Uttar Pradesh,AMETHI,2013,Kharif     ,Rice,123251,280396
Uttar Pradesh,AMETHI,2013,Kharif     ,Sesamum,545,80
Uttar Pradesh,AMETHI,2013,Kharif     ,Small millets,63,48
Uttar Pradesh,AMETHI,2013,Kharif     ,Sugarcane,1605,99234
Uttar Pradesh,AMETHI,2013,Kharif     ,Sweet potato,154,2035
Uttar Pradesh,AMETHI,2013,Kharif     ,Urad,4381,1613
Uttar Pradesh,AMETHI,2013,Rabi       ,Barley,1413,4092
Uttar Pradesh,AMETHI,2013,Rabi       ,Coriander,27,15
Uttar Pradesh,AMETHI,2013,Rabi       ,Garlic,23,135
Uttar Pradesh,AMETHI,2013,Rabi       ,Gram,2798,1037
Uttar Pradesh,AMETHI,2013,Rabi       ,Linseed,63,26
Uttar Pradesh,AMETHI,2013,Rabi       ,Maize,33,117
Uttar Pradesh,AMETHI,2013,Rabi       ,Masoor,1956,844
Uttar Pradesh,AMETHI,2013,Rabi       ,Onion,155,3153
Uttar Pradesh,AMETHI,2013,Rabi       ,Peas & beans (Pulses),4874,1238
Uttar Pradesh,AMETHI,2013,Rabi       ,Potato,4215,70037
Uttar Pradesh,AMETHI,2013,Rabi       ,Rapeseed &Mustard,3149,1488
Uttar Pradesh,AMETHI,2013,Rabi       ,Turmeric,1,3
Uttar Pradesh,AMETHI,2013,Rabi       ,Wheat,127180,302688
Uttar Pradesh,AMETHI,2013,Summer     ,Maize,75,138
Uttar Pradesh,AMETHI,2013,Summer     ,Moong(Green Gram),571,236
Uttar Pradesh,AMETHI,2013,Summer     ,Onion,476,5917
Uttar Pradesh,AMETHI,2013,Summer     ,Sunflower,135,216
Uttar Pradesh,AMETHI,2013,Summer     ,Urad,4732,2127
Uttar Pradesh,AMETHI,2014,Kharif     ,Arhar/Tur,3234,1560
Uttar Pradesh,AMETHI,2014,Kharif     ,Bajra,159,196
Uttar Pradesh,AMETHI,2014,Kharif     ,Dry chillies,29,24
Uttar Pradesh,AMETHI,2014,Kharif     ,Guar seed,14,12
Uttar Pradesh,AMETHI,2014,Kharif     ,Jowar,3331,3598
Uttar Pradesh,AMETHI,2014,Kharif     ,Maize,539,392
Uttar Pradesh,AMETHI,2014,Kharif     ,Moong(Green Gram),44,14
Uttar Pradesh,AMETHI,2014,Kharif     ,Rice,97395,147846
Uttar Pradesh,AMETHI,2014,Kharif     ,Sesamum,250,68
Uttar Pradesh,AMETHI,2014,Kharif     ,Small millets,94,71
Uttar Pradesh,AMETHI,2014,Kharif     ,Sugarcane,1602,100048
Uttar Pradesh,AMETHI,2014,Kharif     ,Sweet potato,863,10690
Uttar Pradesh,AMETHI,2014,Kharif     ,Urad,2656,1389
Uttar Pradesh,AMETHI,2014,Rabi       ,Barley,868,1492
Uttar Pradesh,AMETHI,2014,Rabi       ,Coriander,30,15
Uttar Pradesh,AMETHI,2014,Rabi       ,Garlic,37,214
Uttar Pradesh,AMETHI,2014,Rabi       ,Gram,2392,755
Uttar Pradesh,AMETHI,2014,Rabi       ,Linseed,81,47
Uttar Pradesh,AMETHI,2014,Rabi       ,Maize,10,24
Uttar Pradesh,AMETHI,2014,Rabi       ,Masoor,1855,902
Uttar Pradesh,AMETHI,2014,Rabi       ,Onion,177,2708
Uttar Pradesh,AMETHI,2014,Rabi       ,Peas & beans (Pulses),4598,2979
Uttar Pradesh,AMETHI,2014,Rabi       ,Potato,2757,69217
Uttar Pradesh,AMETHI,2014,Rabi       ,Rapeseed &Mustard,2551,1220
Uttar Pradesh,AMETHI,2014,Rabi       ,Turmeric,8,23
Uttar Pradesh,AMETHI,2014,Rabi       ,Wheat,95382,173595
Uttar Pradesh,AMETHI,2014,Summer     ,Maize,86,153
Uttar Pradesh,AMETHI,2014,Summer     ,Moong(Green Gram),526,247
Uttar Pradesh,AMETHI,2014,Summer     ,Onion,435,3791
Uttar Pradesh,AMETHI,2014,Summer     ,Sunflower,12,21
Uttar Pradesh,AMETHI,2014,Summer     ,Urad,3573,1963
Uttar Pradesh,AMROHA,1997,Kharif     ,Arhar/Tur,355,244
Uttar Pradesh,AMROHA,1997,Kharif     ,Bajra,7118,6018
Uttar Pradesh,AMROHA,1997,Kharif     ,Groundnut,4,3
Uttar Pradesh,AMROHA,1997,Kharif     ,Jowar,78,84
Uttar Pradesh,AMROHA,1997,Kharif     ,Maize,5749,10089
Uttar Pradesh,AMROHA,1997,Kharif     ,Moong(Green Gram),37,11
Uttar Pradesh,AMROHA,1997,Kharif     ,Moth,2,1
Uttar Pradesh,AMROHA,1997,Kharif     ,Rice,31690,76136
Uttar Pradesh,AMROHA,1997,Kharif     ,Sesamum,12,1
Uttar Pradesh,AMROHA,1997,Kharif     ,Small millets,48,71
Uttar Pradesh,AMROHA,1997,Kharif     ,Urad,1176,810
Uttar Pradesh,AMROHA,1997,Rabi       ,Barley,77,185
Uttar Pradesh,AMROHA,1997,Rabi       ,Gram,40,34
Uttar Pradesh,AMROHA,1997,Rabi       ,Masoor,456,343
Uttar Pradesh,AMROHA,1997,Rabi       ,Peas & beans (Pulses),235,305
Uttar Pradesh,AMROHA,1997,Rabi       ,Rapeseed &Mustard,2288,1592
Uttar Pradesh,AMROHA,1997,Rabi       ,Sunflower,39,51
Uttar Pradesh,AMROHA,1997,Rabi       ,Wheat,101429,284513
Uttar Pradesh,AMROHA,1997,Summer     ,Maize,180,284
Uttar Pradesh,AMROHA,1997,Summer     ,Moong(Green Gram),8,3
Uttar Pradesh,AMROHA,1997,Summer     ,Rice,2,5
Uttar Pradesh,AMROHA,1997,Summer     ,Urad,33,16
Uttar Pradesh,AMROHA,1997,Whole Year ,Potato,3851,50819
Uttar Pradesh,AMROHA,1997,Whole Year ,Sugarcane,80142,5080877
Uttar Pradesh,AMROHA,1998,Kharif     ,Arhar/Tur,487,484
Uttar Pradesh,AMROHA,1998,Kharif     ,Bajra,6836,4771
Uttar Pradesh,AMROHA,1998,Kharif     ,Cotton(lint),1,
Uttar Pradesh,AMROHA,1998,Kharif     ,Jowar,100,80
Uttar Pradesh,AMROHA,1998,Kharif     ,Maize,6806,7555
Uttar Pradesh,AMROHA,1998,Kharif     ,Moong(Green Gram),158,34
Uttar Pradesh,AMROHA,1998,Kharif     ,Moth,10,4
Uttar Pradesh,AMROHA,1998,Kharif     ,Rice,32346,76964
Uttar Pradesh,AMROHA,1998,Kharif     ,Urad,970,307
Uttar Pradesh,AMROHA,1998,Rabi       ,Barley,94,224
Uttar Pradesh,AMROHA,1998,Rabi       ,Gram,23,21
Uttar Pradesh,AMROHA,1998,Rabi       ,Masoor,374,230
Uttar Pradesh,AMROHA,1998,Rabi       ,Peas & beans (Pulses),299,306
Uttar Pradesh,AMROHA,1998,Rabi       ,Rapeseed &Mustard,1886,1769
Uttar Pradesh,AMROHA,1998,Rabi       ,Sunflower,7,7
Uttar Pradesh,AMROHA,1998,Rabi       ,Wheat,103684,302560
Uttar Pradesh,AMROHA,1998,Summer     ,Maize,200,203
Uttar Pradesh,AMROHA,1998,Summer     ,Moong(Green Gram),2,1
Uttar Pradesh,AMROHA,1998,Summer     ,Rice,3,7
Uttar Pradesh,AMROHA,1998,Summer     ,Urad,25,12
Uttar Pradesh,AMROHA,1998,Whole Year ,Onion,134,1627
Uttar Pradesh,AMROHA,1998,Whole Year ,Potato,3924,73784
Uttar Pradesh,AMROHA,1998,Whole Year ,Sugarcane,81750,5182296
Uttar Pradesh,AMROHA,1998,Whole Year ,Tobacco,5,32
Uttar Pradesh,AMROHA,1999,Kharif     ,Arhar/Tur,406,480
Uttar Pradesh,AMROHA,1999,Kharif     ,Bajra,6260,4137
Uttar Pradesh,AMROHA,1999,Kharif     ,Jowar,82,69
Uttar Pradesh,AMROHA,1999,Kharif     ,Maize,5127,7860
Uttar Pradesh,AMROHA,1999,Kharif     ,Moong(Green Gram),36,10
Uttar Pradesh,AMROHA,1999,Kharif     ,Rice,29503,60476
Uttar Pradesh,AMROHA,1999,Kharif     ,Urad,787,487
Uttar Pradesh,AMROHA,1999,Rabi       ,Barley,109,275
Uttar Pradesh,AMROHA,1999,Rabi       ,Gram,1,1
Uttar Pradesh,AMROHA,1999,Rabi       ,Maize,209,303
Uttar Pradesh,AMROHA,1999,Rabi       ,Rapeseed &Mustard,1895,1797
Uttar Pradesh,AMROHA,1999,Rabi       ,Wheat,94302,289422
Uttar Pradesh,AMROHA,1999,Summer     ,Urad,13,6
Uttar Pradesh,AMROHA,1999,Whole Year ,Onion,111,1565
Uttar Pradesh,AMROHA,1999,Whole Year ,Peas & beans (Pulses),206,372
Uttar Pradesh,AMROHA,1999,Whole Year ,Potato,5030,122270
Uttar Pradesh,AMROHA,1999,Whole Year ,Sugarcane,66208,3724862
Uttar Pradesh,AMROHA,2000,Kharif     ,Arhar/Tur,446,494
Uttar Pradesh,AMROHA,2000,Kharif     ,Bajra,6801,6129
Uttar Pradesh,AMROHA,2000,Kharif     ,Cotton(lint),2,6
Uttar Pradesh,AMROHA,2000,Kharif     ,Jowar,31,22
Uttar Pradesh,AMROHA,2000,Kharif     ,Maize,4957,6498
Uttar Pradesh,AMROHA,2000,Kharif     ,Moong(Green Gram),44,13
Uttar Pradesh,AMROHA,2000,Kharif     ,Rice,28486,66368
Uttar Pradesh,AMROHA,2000,Kharif     ,Sesamum,40,7
Uttar Pradesh,AMROHA,2000,Kharif     ,Urad,1634,1345
Uttar Pradesh,AMROHA,2000,Rabi       ,Barley,106,242
Uttar Pradesh,AMROHA,2000,Rabi       ,Gram,1,1
Uttar Pradesh,AMROHA,2000,Rabi       ,Maize,221,359
Uttar Pradesh,AMROHA,2000,Rabi       ,Masoor,305,291
Uttar Pradesh,AMROHA,2000,Rabi       ,Moong(Green Gram),1,1
Uttar Pradesh,AMROHA,2000,Rabi       ,Peas & beans (Pulses),214,221
Uttar Pradesh,AMROHA,2000,Rabi       ,Rapeseed &Mustard,2045,1979
Uttar Pradesh,AMROHA,2000,Rabi       ,Urad,10,5
Uttar Pradesh,AMROHA,2000,Rabi       ,Wheat,95440,285847
Uttar Pradesh,AMROHA,2000,Whole Year ,Potato,4647,91797
Uttar Pradesh,AMROHA,2000,Whole Year ,Sugarcane,68473,3950892
Uttar Pradesh,AMROHA,2000,Whole Year ,Turmeric,1,2
Uttar Pradesh,AMROHA,2001,Kharif     ,Arhar/Tur,845,770
Uttar Pradesh,AMROHA,2001,Kharif     ,Bajra,5637,7533
Uttar Pradesh,AMROHA,2001,Kharif     ,Groundnut,3,2
Uttar Pradesh,AMROHA,2001,Kharif     ,Jowar,5,5
Uttar Pradesh,AMROHA,2001,Kharif     ,Maize,3684,5544
Uttar Pradesh,AMROHA,2001,Kharif     ,Moong(Green Gram),73,20
Uttar Pradesh,AMROHA,2001,Kharif     ,Moth,2,1
Uttar Pradesh,AMROHA,2001,Kharif     ,Rice,29610,65900
Uttar Pradesh,AMROHA,2001,Kharif     ,Sesamum,2,1
Uttar Pradesh,AMROHA,2001,Kharif     ,Urad,3539,1444
Uttar Pradesh,AMROHA,2001,Rabi       ,Barley,49,121
Uttar Pradesh,AMROHA,2001,Rabi       ,Gram,1,1
Uttar Pradesh,AMROHA,2001,Rabi       ,Maize,226,368
Uttar Pradesh,AMROHA,2001,Rabi       ,Masoor,326,324
Uttar Pradesh,AMROHA,2001,Rabi       ,Moong(Green Gram),2,1
Uttar Pradesh,AMROHA,2001,Rabi       ,Peas & beans (Pulses),218,264
Uttar Pradesh,AMROHA,2001,Rabi       ,Rapeseed &Mustard,2302,2502
Uttar Pradesh,AMROHA,2001,Rabi       ,Urad,20,10
Uttar Pradesh,AMROHA,2001,Rabi       ,Wheat,94076,302672
Uttar Pradesh,AMROHA,2001,Whole Year ,Potato,3711,71667
Uttar Pradesh,AMROHA,2001,Whole Year ,Sugarcane,68202,4062930
Uttar Pradesh,AMROHA,2002,Kharif     ,Bajra,5228,2129
Uttar Pradesh,AMROHA,2002,Kharif     ,Maize,3698,4323
Uttar Pradesh,AMROHA,2002,Kharif     ,Moong(Green Gram),43,12
Uttar Pradesh,AMROHA,2002,Kharif     ,Rice,24588,55423
Uttar Pradesh,AMROHA,2002,Kharif     ,Urad,3805,3134
Uttar Pradesh,AMROHA,2002,Rabi       ,Barley,48,118
Uttar Pradesh,AMROHA,2002,Rabi       ,Gram,1,1
Uttar Pradesh,AMROHA,2002,Rabi       ,Maize,175,194
Uttar Pradesh,AMROHA,2002,Rabi       ,Masoor,271,313
Uttar Pradesh,AMROHA,2002,Rabi       ,Onion,9,93
Uttar Pradesh,AMROHA,2002,Rabi       ,Peas & beans (Pulses),165,203
Uttar Pradesh,AMROHA,2002,Rabi       ,Rapeseed &Mustard,2082,1878
Uttar Pradesh,AMROHA,2002,Rabi       ,Wheat,90591,262505
Uttar Pradesh,AMROHA,2002,Summer     ,Moong(Green Gram),2,1
Uttar Pradesh,AMROHA,2002,Summer     ,Onion,21,235
Uttar Pradesh,AMROHA,2002,Summer     ,Urad,19,10
Uttar Pradesh,AMROHA,2002,Whole Year ,Potato,3611,69356
Uttar Pradesh,AMROHA,2002,Whole Year ,Sugarcane,69583,4208380
Uttar Pradesh,AMROHA,2003,Kharif     ,Arhar/Tur,571,471
Uttar Pradesh,AMROHA,2003,Kharif     ,Bajra,5116,3368
Uttar Pradesh,AMROHA,2003,Kharif     ,Groundnut,14,9
Uttar Pradesh,AMROHA,2003,Kharif     ,Maize,2682,1995
Uttar Pradesh,AMROHA,2003,Kharif     ,Moong(Green Gram),136,32
Uttar Pradesh,AMROHA,2003,Kharif     ,Moth,5,2
Uttar Pradesh,AMROHA,2003,Kharif     ,Rice,23717,51949
Uttar Pradesh,AMROHA,2003,Kharif     ,Sesamum,14,2
Uttar Pradesh,AMROHA,2003,Kharif     ,Urad,3851,1956
Uttar Pradesh,AMROHA,2003,Rabi       ,Barley,51,121
Uttar Pradesh,AMROHA,2003,Rabi       ,Gram,1,1
Uttar Pradesh,AMROHA,2003,Rabi       ,Masoor,239,222
Uttar Pradesh,AMROHA,2003,Rabi       ,Onion,26,373
Uttar Pradesh,AMROHA,2003,Rabi       ,Peas & beans (Pulses),159,218
Uttar Pradesh,AMROHA,2003,Rabi       ,Rapeseed &Mustard,1684,1150
Uttar Pradesh,AMROHA,2003,Rabi       ,Wheat,92947,288702
Uttar Pradesh,AMROHA,2003,Summer     ,Maize,401,548
Uttar Pradesh,AMROHA,2003,Summer     ,Moong(Green Gram),2,1
Uttar Pradesh,AMROHA,2003,Summer     ,Onion,5,49
Uttar Pradesh,AMROHA,2003,Summer     ,Urad,20,10
Uttar Pradesh,AMROHA,2003,Whole Year ,Potato,3596,77303
Uttar Pradesh,AMROHA,2003,Whole Year ,Sannhamp,6,2
Uttar Pradesh,AMROHA,2003,Whole Year ,Sugarcane,73751,4431550
Uttar Pradesh,AMROHA,2003,Whole Year ,Tobacco,12,51
Uttar Pradesh,AMROHA,2004,Kharif     ,Bajra,4194,3903
Uttar Pradesh,AMROHA,2004,Kharif     ,Groundnut,5,4
Uttar Pradesh,AMROHA,2004,Kharif     ,Jowar,12,12
Uttar Pradesh,AMROHA,2004,Kharif     ,Maize,1929,2274
Uttar Pradesh,AMROHA,2004,Kharif     ,Rice,26017,59524
Uttar Pradesh,AMROHA,2004,Kharif     ,Sesamum,12,2
Uttar Pradesh,AMROHA,2004,Kharif     ,Sugarcane,73271,4545733
Uttar Pradesh,AMROHA,2004,Rabi       ,Barley,52,110
Uttar Pradesh,AMROHA,2004,Rabi       ,Gram,2,2
Uttar Pradesh,AMROHA,2004,Rabi       ,Potato,3290,67626
Uttar Pradesh,AMROHA,2004,Rabi       ,Rapeseed &Mustard,1979,2507
Uttar Pradesh,AMROHA,2004,Rabi       ,Wheat,95068,236618
Uttar Pradesh,AMROHA,2004,Whole Year ,Dry chillies,80,75
Uttar Pradesh,AMROHA,2004,Whole Year ,Onion,3,35
Uttar Pradesh,AMROHA,2004,Whole Year ,Sweet potato,158,1836
Uttar Pradesh,AMROHA,2005,Kharif     ,Bajra,5857,4586
Uttar Pradesh,AMROHA,2005,Kharif     ,Maize,2491,2648
Uttar Pradesh,AMROHA,2005,Kharif     ,Rice,21783,46267
Uttar Pradesh,AMROHA,2005,Kharif     ,Sesamum,8,2
Uttar Pradesh,AMROHA,2005,Kharif     ,Sugarcane,76851,4797039
Uttar Pradesh,AMROHA,2005,Rabi       ,Barley,48,98
Uttar Pradesh,AMROHA,2005,Rabi       ,Gram,2,2
Uttar Pradesh,AMROHA,2005,Rabi       ,Potato,4303,92261
Uttar Pradesh,AMROHA,2005,Rabi       ,Rapeseed &Mustard,2069,2059
Uttar Pradesh,AMROHA,2005,Rabi       ,Wheat,87386,253682
Uttar Pradesh,AMROHA,2005,Whole Year ,Dry chillies,78,71
Uttar Pradesh,AMROHA,2005,Whole Year ,Onion,28,359
Uttar Pradesh,AMROHA,2005,Whole Year ,Sweet potato,85,1112
Uttar Pradesh,AMROHA,2005,Whole Year ,Tobacco,12,55
Uttar Pradesh,AMROHA,2006,Kharif     ,Arhar/Tur,522,345
Uttar Pradesh,AMROHA,2006,Kharif     ,Bajra,4194,2897
Uttar Pradesh,AMROHA,2006,Kharif     ,Dry ginger,1,3
Uttar Pradesh,AMROHA,2006,Kharif     ,Jowar,12,14
Uttar Pradesh,AMROHA,2006,Kharif     ,Maize,1929,1856
Uttar Pradesh,AMROHA,2006,Kharif     ,Other Kharif pulses,2824,2306
Uttar Pradesh,AMROHA,2006,Kharif     ,Rice,23621,48683
Uttar Pradesh,AMROHA,2006,Kharif     ,Sugarcane,73271,4632779
Uttar Pradesh,AMROHA,2006,Kharif     ,Sweet potato,96,1310
Uttar Pradesh,AMROHA,2006,Rabi       ,Barley,49,106
Uttar Pradesh,AMROHA,2006,Rabi       ,Gram,7,5
Uttar Pradesh,AMROHA,2006,Rabi       ,Masoor,126,89
Uttar Pradesh,AMROHA,2006,Rabi       ,Onion,2,38
Uttar Pradesh,AMROHA,2006,Rabi       ,Other  Rabi pulses,153,148
Uttar Pradesh,AMROHA,2006,Rabi       ,Potato,3140,48934
Uttar Pradesh,AMROHA,2006,Rabi       ,Rapeseed &Mustard,2016,1799
Uttar Pradesh,AMROHA,2006,Rabi       ,Wheat,89902,282472
Uttar Pradesh,AMROHA,2006,Summer     ,Maize,313,415
Uttar Pradesh,AMROHA,2006,Summer     ,Onion,4,47
Uttar Pradesh,AMROHA,2006,Whole Year ,Dry chillies,127,120
Uttar Pradesh,AMROHA,2007,Kharif     ,Arhar/Tur,415,350
Uttar Pradesh,AMROHA,2007,Kharif     ,Bajra,2214,2188
Uttar Pradesh,AMROHA,2007,Kharif     ,Dry chillies,119,115
Uttar Pradesh,AMROHA,2007,Kharif     ,Jowar,9,5
Uttar Pradesh,AMROHA,2007,Kharif     ,Maize,1424,1891
Uttar Pradesh,AMROHA,2007,Kharif     ,Moong(Green Gram),19,4
Uttar Pradesh,AMROHA,2007,Kharif     ,Rice,21178,46761
Uttar Pradesh,AMROHA,2007,Kharif     ,Sugarcane,76488,4198579
Uttar Pradesh,AMROHA,2007,Kharif     ,Sweet potato,58,781
Uttar Pradesh,AMROHA,2007,Kharif     ,Urad,2686,2248
Uttar Pradesh,AMROHA,2007,Rabi       ,Barley,39,86
Uttar Pradesh,AMROHA,2007,Rabi       ,Gram,4,3
Uttar Pradesh,AMROHA,2007,Rabi       ,Masoor,73,42
Uttar Pradesh,AMROHA,2007,Rabi       ,Onion,5,70
Uttar Pradesh,AMROHA,2007,Rabi       ,Other  Rabi pulses,59,55
Uttar Pradesh,AMROHA,2007,Rabi       ,Potato,5144,92062
Uttar Pradesh,AMROHA,2007,Rabi       ,Rapeseed &Mustard,2460,2449
Uttar Pradesh,AMROHA,2007,Rabi       ,Wheat,92289,277421
Uttar Pradesh,AMROHA,2007,Summer     ,Maize,275,395
Uttar Pradesh,AMROHA,2008,Kharif     ,Arhar/Tur,571,462
Uttar Pradesh,AMROHA,2008,Kharif     ,Bajra,3550,3632
Uttar Pradesh,AMROHA,2008,Kharif     ,Dry chillies,76,75
Uttar Pradesh,AMROHA,2008,Kharif     ,Maize,1871,2447
Uttar Pradesh,AMROHA,2008,Kharif     ,Moong(Green Gram),16,6
Uttar Pradesh,AMROHA,2008,Kharif     ,Rice,31620,62418
Uttar Pradesh,AMROHA,2008,Kharif     ,Sesamum,8,1
Uttar Pradesh,AMROHA,2008,Kharif     ,Sugarcane,69445,3861420
Uttar Pradesh,AMROHA,2008,Kharif     ,Sweet potato,107,1314
Uttar Pradesh,AMROHA,2008,Kharif     ,Urad,2801,2612
Uttar Pradesh,AMROHA,2008,Rabi       ,Barley,35,82
Uttar Pradesh,AMROHA,2008,Rabi       ,Garlic,3,18
Uttar Pradesh,AMROHA,2008,Rabi       ,Gram,3,3
Uttar Pradesh,AMROHA,2008,Rabi       ,Masoor,97,76
Uttar Pradesh,AMROHA,2008,Rabi       ,Onion,3,35
Uttar Pradesh,AMROHA,2008,Rabi       ,Peas & beans (Pulses),147,178
Uttar Pradesh,AMROHA,2008,Rabi       ,Potato,3939,78512
Uttar Pradesh,AMROHA,2008,Rabi       ,Rapeseed &Mustard,3494,3256
Uttar Pradesh,AMROHA,2008,Rabi       ,Wheat,94217,297255
Uttar Pradesh,AMROHA,2008,Summer     ,Maize,564,844
Uttar Pradesh,AMROHA,2008,Summer     ,Rice,1,2
Uttar Pradesh,AMROHA,2009,Kharif     ,Arhar/Tur,336,226
Uttar Pradesh,AMROHA,2009,Kharif     ,Bajra,4030,3663
Uttar Pradesh,AMROHA,2009,Kharif     ,Dry chillies,96,85
Uttar Pradesh,AMROHA,2009,Kharif     ,Groundnut,34,23
Uttar Pradesh,AMROHA,2009,Kharif     ,Maize,1862,2782
Uttar Pradesh,AMROHA,2009,Kharif     ,Moong(Green Gram),144,21
Uttar Pradesh,AMROHA,2009,Kharif     ,Rice,26586,53916
Uttar Pradesh,AMROHA,2009,Kharif     ,Sugarcane,71482,4340959
Uttar Pradesh,AMROHA,2009,Kharif     ,Sweet potato,103,1401
Uttar Pradesh,AMROHA,2009,Kharif     ,Urad,3156,2976
Uttar Pradesh,AMROHA,2009,Rabi       ,Barley,85,195
Uttar Pradesh,AMROHA,2009,Rabi       ,Garlic,2,11
Uttar Pradesh,AMROHA,2009,Rabi       ,Masoor,146,117
Uttar Pradesh,AMROHA,2009,Rabi       ,Onion,59,1013
Uttar Pradesh,AMROHA,2009,Rabi       ,Peas & beans (Pulses),157,201
Uttar Pradesh,AMROHA,2009,Rabi       ,Potato,3413,70898
Uttar Pradesh,AMROHA,2009,Rabi       ,Rapeseed &Mustard,2970,2829
Uttar Pradesh,AMROHA,2009,Rabi       ,Wheat,97745,278280
Uttar Pradesh,AMROHA,2009,Summer     ,Maize,338,492
Uttar Pradesh,AMROHA,2009,Summer     ,Onion,1,14
Uttar Pradesh,AMROHA,2009,Summer     ,Rice,1,2
Uttar Pradesh,AMROHA,2010,Kharif     ,Arhar/Tur,292,211
Uttar Pradesh,AMROHA,2010,Kharif     ,Bajra,4115,3177
Uttar Pradesh,AMROHA,2010,Kharif     ,Dry chillies,92,81
Uttar Pradesh,AMROHA,2010,Kharif     ,Groundnut,15,15
Uttar Pradesh,AMROHA,2010,Kharif     ,Maize,2383,2752
Uttar Pradesh,AMROHA,2010,Kharif     ,Moong(Green Gram),26,12
Uttar Pradesh,AMROHA,2010,Kharif     ,Rice,24355,47127
Uttar Pradesh,AMROHA,2010,Kharif     ,Sesamum,17,3
Uttar Pradesh,AMROHA,2010,Kharif     ,Sugarcane,73251,4614813
Uttar Pradesh,AMROHA,2010,Kharif     ,Sweet potato,47,579
Uttar Pradesh,AMROHA,2010,Kharif     ,Urad,3276,2876
Uttar Pradesh,AMROHA,2010,Rabi       ,Barley,33,86
Uttar Pradesh,AMROHA,2010,Rabi       ,Masoor,74,52
Uttar Pradesh,AMROHA,2010,Rabi       ,Onion,4,74
Uttar Pradesh,AMROHA,2010,Rabi       ,Peas & beans (Pulses),87,101
Uttar Pradesh,AMROHA,2010,Rabi       ,Potato,2656,44849
Uttar Pradesh,AMROHA,2010,Rabi       ,Rapeseed &Mustard,2779,3007
Uttar Pradesh,AMROHA,2010,Rabi       ,Wheat,92023,291805
Uttar Pradesh,AMROHA,2010,Summer     ,Maize,219,321
Uttar Pradesh,AMROHA,2010,Summer     ,Urad,2,1
Uttar Pradesh,AMROHA,2011,Kharif     ,Arhar/Tur,347,280
Uttar Pradesh,AMROHA,2011,Kharif     ,Bajra,2674,2238
Uttar Pradesh,AMROHA,2011,Kharif     ,Dry chillies,102,85
Uttar Pradesh,AMROHA,2011,Kharif     ,Maize,2366,3374
Uttar Pradesh,AMROHA,2011,Kharif     ,Moong(Green Gram),93,39
Uttar Pradesh,AMROHA,2011,Kharif     ,Rice,28429,57370
Uttar Pradesh,AMROHA,2011,Kharif     ,Sesamum,7,2
Uttar Pradesh,AMROHA,2011,Kharif     ,Sugarcane,74955,4567458
Uttar Pradesh,AMROHA,2011,Kharif     ,Sweet potato,74,962
Uttar Pradesh,AMROHA,2011,Kharif     ,Urad,3287,2584
Uttar Pradesh,AMROHA,2011,Rabi       ,Barley,30,81
