Latitude,Longitude,Year,Area(Hectares),Production(Tonnes),Season_Kharif,Season_Rabi,Crop_Barley,Crop_Maize,Crop_Rice,Crop_Wheat,Rain,Rain_1,Rain_2,Rain_3,Rain_4,Rain_5,Humidity,Humidity_1,Humidity_2,Humidity_3,Humidity_4,Humidity_5,Sunlight,Sunlight_1,Sunlight_2,Sunlight_3,Sunlight_4,Sunlight_5,Temperature,Temperature_1,Temperature_2,Temperature_3,Temperature_4,Temperature_5,AESR_0,AESR_1,AESR_2,AESR_3,AESR,Crop_Yield_3,Crop_Yield_2,Crop_Yield_1,Crop_Yield
29.9880774,77.50812995,1984,29400,45300,1,0,0,1,0,0,0.0294128376990556,0.0046430007,0.010215277,0.009975024,0.0045795366,0.0,367.82336807250977,65.280045,81.876526,84.68179,79.84714,56.137867,76180582.0,18177616.0,14756827.0,11549033.0,15567156.0,16129950.0,1514.9945678710938,306.5422,303.1896,302.63855,301.41672,301.2075,0,0,0,1,9.1,1.003448276,0.981549815,1.209836066,1.540816327
29.9880774,77.50812995,1984,800,1100,0,1,1,0,0,0,0.0078229531645774,0.0005825013,0.0011480004,0.0058023334,0.00027651712,2.8334558e-05,308.3942756652832,65.66612,68.34764,61.224964,50.829266,57.08203,69401313.0,11165033.0,12130791.0,14219768.0,18478992.0,13316655.0,1465.7702331542969,291.42566,288.97266,290.06763,299.41013,295.77667,0,0,0,1,9.1,0.866666667,1.6,1.75,1.375
29.9880774,77.50812995,1985,105000,252700,1,0,0,0,1,0,0.0320329498499631,0.0020727478,0.013675142,0.008422447,0.00392564,0.0039369725,363.8301582336426,48.099483,79.47714,83.45797,79.81867,72.97689,76816857.0,20738974.0,12926559.0,13092485.0,15948786.0,14110053.0,1515.9884948730469,308.46954,303.06586,303.2003,302.46362,298.78918,0,0,0,1,9.1,1.651551313,1.915592028,2.089,2.406666667
29.9880774,77.50812995,1985,195300,471800,0,1,0,0,0,1,0.0024863965809345,0.00094061345,0.0012851283,0.00013485923,9.7461045e-05,2.6065856e-05,278.4891700744629,60.655743,75.375046,48.82833,36.54802,62.425278,69185945.0,10849434.0,10882620.0,15704976.0,18432260.0,13264846.0,1471.5919189453125,291.48132,289.4783,294.20895,300.64667,295.6458,0,0,0,1,9.1,2.183249016,2.200104767,2.196038598,2.415770609
29.9880774,77.50812995,1985,28700,32500,1,0,0,1,0,0,0.0320329498499631,0.0020727478,0.013675142,0.008422447,0.00392564,0.0039369725,363.8301582336426,48.099483,79.47714,83.45797,79.81867,72.97689,76816857.0,20738974.0,12926559.0,13092485.0,15948786.0,14110053.0,1515.9884948730469,308.46954,303.06586,303.2003,302.46362,298.78918,0,0,0,1,9.1,0.981549815,1.209836066,1.540816327,1.132404181
29.9880774,77.50812995,1985,800,1200,0,1,1,0,0,0,0.0024863965809345,0.00094061345,0.0012851283,0.00013485923,9.7461045e-05,2.6065856e-05,278.4891700744629,60.655743,75.375046,48.82833,36.54802,62.425278,69185945.0,10849434.0,10882620.0,15704976.0,18432260.0,13264846.0,1471.5919189453125,291.48132,289.4783,294.20895,300.64667,295.6458,0,0,0,1,9.1,1.6,1.75,1.375,1.5
29.9880774,77.50812995,1986,101200,191100,1,0,0,0,1,0,0.0266612656414508,0.0072461143,0.008070001,0.008915419,0.0018313639,0.0005983673,354.2053909301758,53.56524,81.55603,81.02518,71.831024,66.22792,79490979.0,18309002.0,14038603.0,15380574.0,17049994.0,14712806.0,1516.959716796875,307.0612,303.3752,303.72018,302.96747,299.83566,0,0,0,1,9.1,1.915592028,2.089,2.406666667,1.888339921
29.9880774,77.50812995,1986,193700,421600,0,1,0,0,0,1,0.0074047781527042,0.002492059,8.0462545e-05,0.002994094,0.0018120967,0.0009666793,332.42156982421875,70.19761,75.74751,70.6963,53.354874,61.450176,66551444.0,10437666.0,12144674.0,13608550.0,17095708.0,12855448.0,1465.4288635253906,291.48978,289.39328,291.53784,297.36215,296.54892,0,0,0,1,9.1,2.200104767,2.196038598,2.415770609,2.176561693
29.9880774,77.50812995,1986,26000,37700,1,0,0,1,0,0,0.0266612656414508,0.0072461143,0.008070001,0.008915419,0.0018313639,0.0005983673,354.2053909301758,53.56524,81.55603,81.02518,71.831024,66.22792,79490979.0,18309002.0,14038603.0,15380574.0,17049994.0,14712806.0,1516.959716796875,307.0612,303.3752,303.72018,302.96747,299.83566,0,0,0,1,9.1,1.209836066,1.540816327,1.132404181,1.45
29.9880774,77.50812995,1986,600,1300,0,1,1,0,0,0,0.0074047781527042,0.002492059,8.0462545e-05,0.002994094,0.0018120967,0.0009666793,332.42156982421875,70.19761,75.74751,70.6963,53.354874,61.450176,66551444.0,10437666.0,12144674.0,13608550.0,17095708.0,12855448.0,1465.4288635253906,291.48978,289.39328,291.53784,297.36215,296.54892,0,0,0,1,9.1,1.75,1.375,1.5,2.166666667
29.9880774,77.50812995,1987,78400,147400,1,0,0,0,1,0,0.0159416906535625,0.001739569,0.0035822615,0.0075418986,0.0020806827,0.0009972788,306.11986923217773,39.91137,57.1736,74.89368,74.26012,59.881107,89361557.0,22151040.0,19292708.0,16035813.0,16266078.0,15615918.0,1528.4450073242188,309.723,307.91714,305.13385,304.00015,301.67087,0,0,0,1,9.1,2.089,2.406666667,1.888339921,1.880102041
29.9880774,77.50812995,1987,177500,407100,0,1,0,0,0,1,0.0066749565303325,0.0017123707,0.001086805,0.0023503974,0.00055870414,0.0,341.792667388916,76.74983,76.31178,68.602554,58.67832,60.892094,66444100.0,10687910.0,11761690.0,14037926.0,17101126.0,13539809.0,1468.15380859375,289.89047,290.30576,293.57022,297.83844,296.88766,0,0,0,1,9.1,2.196038598,2.415770609,2.176561693,2.293521127
29.9880774,77.50812995,1987,21200,19100,1,0,0,1,0,0,0.0159416906535625,0.001739569,0.0035822615,0.0075418986,0.0020806827,0.0009972788,306.11986923217773,39.91137,57.1736,74.89368,74.26012,59.881107,89361557.0,22151040.0,19292708.0,16035813.0,16266078.0,15615918.0,1528.4450073242188,309.723,307.91714,305.13385,304.00015,301.67087,0,0,0,1,9.1,1.540816327,1.132404181,1.45,0.900943396
29.9880774,77.50812995,1987,400,1000,0,1,1,0,0,0,0.0066749565303325,0.0017123707,0.001086805,0.0023503974,0.00055870414,0.0,341.792667388916,76.74983,76.31178,68.602554,58.67832,60.892094,66444100.0,10687910.0,11761690.0,14037926.0,17101126.0,13539809.0,1468.15380859375,289.89047,290.30576,293.57022,297.83844,296.88766,0,0,0,1,9.1,1.375,1.5,2.166666667,2.5
29.9880774,77.50812995,1988,85700,198000,1,0,0,0,1,0,0.042817123234272,0.0049977116,0.024254195,0.0076461583,0.005919058,0.0,365.5081176757813,52.38967,86.76316,84.221466,79.209854,62.923965,74433955.0,19421046.0,10444439.0,13590941.0,14827599.0,16149930.0,1516.4700927734375,306.93167,302.6804,302.7209,303.12372,301.01343,0,0,0,1,9.1,2.406666667,1.888339921,1.880102041,2.310385064
29.9880774,77.50812995,1988,176700,461800,0,1,0,0,0,1,0.0043993555009365,1.1336058e-05,0.000316184,0.0012760609,0.0027957745,9.067357e-06,310.2553825378418,68.89336,67.79698,57.40005,55.2729,62.990784,67563256.0,11046852.0,11829753.0,14010836.0,17136006.0,13224888.0,1471.3306274414062,292.41205,291.01172,294.04785,296.97134,296.79108,0,0,0,1,9.1,2.415770609,2.176561693,2.293521127,2.613469157
29.9880774,77.50812995,1988,21200,27300,1,0,0,1,0,0,0.042817123234272,0.0049977116,0.024254195,0.0076461583,0.005919058,0.0,365.5081176757813,52.38967,86.76316,84.221466,79.209854,62.923965,74433955.0,19421046.0,10444439.0,13590941.0,14827599.0,16149930.0,1516.4700927734375,306.93167,302.6804,302.7209,303.12372,301.01343,0,0,0,1,9.1,1.132404181,1.45,0.900943396,1.287735849
29.9880774,77.50812995,1988,500,1500,0,1,1,0,0,0,0.0043993555009365,1.1336058e-05,0.000316184,0.0012760609,0.0027957745,9.067357e-06,310.2553825378418,68.89336,67.79698,57.40005,55.2729,62.990784,67563256.0,11046852.0,11829753.0,14010836.0,17136006.0,13224888.0,1471.3306274414062,292.41205,291.01172,294.04785,296.97134,296.79108,0,0,0,1,9.1,1.5,2.166666667,2.5,3.0
29.9880774,77.50812995,1989,114000,232000,1,0,0,0,1,0,0.0237408298999071,0.0022359379,0.01054959,0.0091171395,0.0018381625,0.0,352.2205276489258,53.09006,75.58664,84.04204,80.07606,59.42573,80705965.0,20138592.0,15286775.0,13675598.0,15539050.0,16065950.0,1517.8619689941406,306.9428,304.22314,302.4952,302.716,301.4848,0,0,0,1,9.1,1.888339921,1.880102041,2.310385064,2.035087719
29.9880774,77.50812995,1989,231800,605500,0,1,0,0,0,1,0.0074580423533916,0.0028569698,0.0033850707,0.00023685396,0.0009700805,0.0011638664,313.7734069824219,71.10342,73.31966,56.494247,49.865303,63.03657,68045797.0,10770535.0,11526007.0,15021631.0,17502736.0,12749797.0,1465.4039306640625,291.46396,287.81802,291.69006,297.6408,295.68942,0,0,0,1,9.1,2.176561693,2.293521127,2.613469157,2.61216566
29.9880774,77.50812995,1989,27600,28900,1,0,0,1,0,0,0.0237408298999071,0.0022359379,0.01054959,0.0091171395,0.0018381625,0.0,352.2205276489258,53.09006,75.58664,84.04204,80.07606,59.42573,80705965.0,20138592.0,15286775.0,13675598.0,15539050.0,16065950.0,1517.8619689941406,306.9428,304.22314,302.4952,302.716,301.4848,0,0,0,1,9.1,1.45,0.900943396,1.287735849,1.047101449
29.9880774,77.50812995,1989,400,1300,0,1,1,0,0,0,0.0074580423533916,0.0028569698,0.0033850707,0.00023685396,0.0009700805,0.0011638664,313.7734069824219,71.10342,73.31966,56.494247,49.865303,63.03657,68045797.0,10770535.0,11526007.0,15021631.0,17502736.0,12749797.0,1465.4039306640625,291.46396,287.81802,291.69006,297.6408,295.68942,0,0,0,1,9.1,2.166666667,2.5,3.0,3.25
29.9880774,77.50812995,1990,86720,208420,1,0,0,0,1,0,0.0319298263639211,0.0043562837,0.011266949,0.010259474,0.0060029197,4.420057e-05,371.46142959594727,50.714184,84.75975,84.31923,85.401985,66.26628,74723141.0,19106802.0,12804993.0,13515767.0,13342729.0,15952850.0,1515.4058227539062,307.98526,302.84106,302.77652,301.82443,299.97855,0,0,0,1,9.1,1.880102041,2.310385064,2.035087719,2.403367159
29.9880774,77.50812995,1990,170440,391690,0,1,0,0,0,1,0.0095421224832534,0.0022608712,0.000104263425,0.0043188855,0.001694236,1.1336058e-05,350.3668518066406,78.403046,72.99916,72.26907,63.659,61.191555,63752711.0,10525032.0,12054939.0,11615065.0,16807878.0,13293629.0,1463.3848876953125,290.3169,290.9178,291.3736,295.0872,296.57788,0,0,0,1,9.1,2.293521127,2.613469157,2.61216566,2.298110772
29.9880774,77.50812995,1990,17780,17720,1,0,0,1,0,0,0.0319298263639211,0.0043562837,0.011266949,0.010259474,0.0060029197,4.420057e-05,371.46142959594727,50.714184,84.75975,84.31923,85.401985,66.26628,74723141.0,19106802.0,12804993.0,13515767.0,13342729.0,15952850.0,1515.4058227539062,307.98526,302.84106,302.77652,301.82443,299.97855,0,0,0,1,9.1,0.900943396,1.287735849,1.047101449,0.996625422
29.9880774,77.50812995,1990,350,1070,0,1,1,0,0,0,0.0095421224832534,0.0022608712,0.000104263425,0.0043188855,0.001694236,1.1336058e-05,350.3668518066406,78.403046,72.99916,72.26907,63.659,61.191555,63752711.0,10525032.0,12054939.0,11615065.0,16807878.0,13293629.0,1463.3848876953125,290.3169,290.9178,291.3736,295.0872,296.57788,0,0,0,1,9.1,2.5,3.0,3.25,3.057142857
29.9880774,77.50812995,1991,83130,198260,1,0,0,0,1,0,0.0182954855263233,0.0025464557,0.005375091,0.006914068,0.0034406036,1.9267201e-05,345.68067932128906,55.81613,70.383224,83.33794,78.99454,57.14885,82163406.0,20042084.0,16199030.0,14547895.0,15396489.0,15977908.0,1519.2774353027344,306.925,306.02496,303.16602,302.08527,301.0762,0,0,0,1,9.1,2.310385064,2.035087719,2.403367159,2.384939252
29.9880774,77.50812995,1991,171090,475110,0,1,0,0,0,1,0.0099104344844818,0.0037103184,2.2687018e-06,0.0035777278,0.0026087835,1.9267201e-05,334.7825965881348,68.61122,73.81711,65.62776,65.53495,61.07276,66423784.0,10646936.0,12401014.0,13626497.0,16455708.0,12899808.0,1466.4935607910156,291.44125,288.91388,292.85983,296.7007,294.99637,0,0,0,1,9.1,2.613469157,2.61216566,2.298110772,2.776959495
29.9880774,77.50812995,1991,15950,17740,1,0,0,1,0,0,0.0182954855263233,0.0025464557,0.005375091,0.006914068,0.0034406036,1.9267201e-05,345.68067932128906,55.81613,70.383224,83.33794,78.99454,57.14885,82163406.0,20042084.0,16199030.0,14547895.0,15396489.0,15977908.0,1519.2774353027344,306.925,306.02496,303.16602,302.08527,301.0762,0,0,0,1,9.1,1.287735849,1.047101449,0.996625422,1.112225705
29.9880774,77.50812995,1991,420,1350,0,1,1,0,0,0,0.0099104344844818,0.0037103184,2.2687018e-06,0.0035777278,0.0026087835,1.9267201e-05,334.7825965881348,68.61122,73.81711,65.62776,65.53495,61.07276,66423784.0,10646936.0,12401014.0,13626497.0,16455708.0,12899808.0,1466.4935607910156,291.44125,288.91388,292.85983,296.7007,294.99637,0,0,0,1,9.1,3.0,3.25,3.057142857,3.214285714
29.9880774,77.50812995,1992,94870,242100,1,0,0,0,1,0,0.0226687639951705,0.00142112,0.006737279,0.01032407,0.0041194297,6.6865236e-05,343.4087600708008,43.58779,75.986336,85.02085,78.95123,59.86255,78725687.0,20744730.0,15300997.0,12226622.0,14919367.0,15533971.0,1517.926513671875,308.9249,303.81808,302.40085,302.11154,300.67114,0,0,0,1,9.1,2.035087719,2.403367159,2.384939252,2.551913144
29.9880774,77.50812995,1992,187220,441060,0,1,0,0,0,1,0.0077084973454475,0.0019242913,0.0033488087,0.0016001761,0.00081595406,0.0004227087,339.51331329345703,75.30822,76.81171,72.38911,53.93152,64.43611,63488923.0,10069920.0,10363508.0,13945482.0,16210205.0,12565585.0,1462.227996826172,291.03796,289.3305,290.21808,296.64508,295.59195,0,0,0,1,9.1,2.61216566,2.298110772,2.776959495,2.355838051
29.9880774,77.50812995,1992,16640,22940,1,0,0,1,0,0,0.0226687639951705,0.00142112,0.006737279,0.01032407,0.0041194297,6.6865236e-05,343.4087600708008,43.58779,75.986336,85.02085,78.95123,59.86255,78725687.0,20744730.0,15300997.0,12226622.0,14919367.0,15533971.0,1517.926513671875,308.9249,303.81808,302.40085,302.11154,300.67114,0,0,0,1,9.1,1.047101449,0.996625422,1.112225705,1.378605769
29.9880774,77.50812995,1992,280,960,0,1,1,0,0,0,0.0077084973454475,0.0019242913,0.0033488087,0.0016001761,0.00081595406,0.0004227087,339.51331329345703,75.30822,76.81171,72.38911,53.93152,64.43611,63488923.0,10069920.0,10363508.0,13945482.0,16210205.0,12565585.0,1462.227996826172,291.03796,289.3305,290.21808,296.64508,295.59195,0,0,0,1,9.1,3.25,3.057142857,3.214285714,3.428571429
29.9880774,77.50812995,1993,100210,196170,1,0,0,0,1,0,0.026095762848854,0.0018789582,0.008876888,0.002633717,0.0127062,0.0,348.8361511230469,51.70166,78.09369,75.54704,82.771194,60.722565,80106259.0,19809448.0,14558731.0,16178035.0,13484613.0,16075432.0,1518.6649475097656,307.61224,303.95074,304.6509,301.4777,300.97336,0,0,0,1,9.1,2.403367159,2.384939252,2.551913144,1.957589063
29.9880774,77.50812995,1993,186460,450780,0,1,0,0,0,1,0.0056720077991485,6.80238e-06,0.001186531,0.0010777377,0.002978228,2.7198344e-05,318.52145767211914,67.53465,67.15352,61.659306,57.73787,63.32613,64793981.0,11242916.0,11155551.0,13046771.0,16783158.0,13034919.0,1463.9590759277344,291.91486,288.37262,293.51236,294.5673,296.216,0,0,0,1,9.1,2.298110772,2.776959495,2.355838051,2.417569452
29.9880774,77.50812995,1993,16770,22570,1,0,0,1,0,0,0.026095762848854,0.0018789582,0.008876888,0.002633717,0.0127062,0.0,348.8361511230469,51.70166,78.09369,75.54704,82.771194,60.722565,80106259.0,19809448.0,14558731.0,16178035.0,13484613.0,16075432.0,1518.6649475097656,307.61224,303.95074,304.6509,301.4777,300.97336,0,0,0,1,9.1,0.996625422,1.112225705,1.378605769,1.345855695
29.9880774,77.50812995,1993,210,650,0,1,1,0,0,0,0.0056720077991485,6.80238e-06,0.001186531,0.0010777377,0.002978228,2.7198344e-05,318.52145767211914,67.53465,67.15352,61.659306,57.73787,63.32613,64793981.0,11242916.0,11155551.0,13046771.0,16783158.0,13034919.0,1463.9590759277344,291.91486,288.37262,293.51236,294.5673,296.216,0,0,0,1,9.1,3.057142857,3.214285714,3.428571429,3.095238095
29.9880774,77.50812995,1994,96620,222800,1,0,0,0,1,0,0.0412260200828313,0.0037533827,0.013004249,0.021364365,0.003101755,2.2687018e-06,345.20923233032227,49.448288,82.985275,84.56424,72.78509,55.426342,76131481.0,18960854.0,12401014.0,12131468.0,16651094.0,15987051.0,1517.3242797851562,308.5087,303.36987,302.75204,302.06836,300.6253,0,0,0,1,9.1,2.384939252,2.551913144,1.957589063,2.305940799
29.9880774,77.50812995,1994,176510,467830,0,1,0,0,0,1,0.005940593779087,2.2687018e-06,0.0029589646,0.0025509857,0.0004011765,0.0,320.2241668701172,67.919495,74.21185,66.84787,47.91882,61.4477,67786410.0,11542938.0,11140652.0,13886561.0,18181340.0,13205586.0,1469.73046875,292.13474,290.3859,291.52405,299.4698,296.2231,0,0,0,1,9.1,2.776959495,2.355838051,2.417569452,2.650444734
29.9880774,77.50812995,1994,14730,22950,1,0,0,1,0,0,0.0412260200828313,0.0037533827,0.013004249,0.021364365,0.003101755,2.2687018e-06,345.20923233032227,49.448288,82.985275,84.56424,72.78509,55.426342,76131481.0,18960854.0,12401014.0,12131468.0,16651094.0,15987051.0,1517.3242797851562,308.5087,303.36987,302.75204,302.06836,300.6253,0,0,0,1,9.1,1.112225705,1.378605769,1.345855695,1.558044807
29.9880774,77.50812995,1994,190,580,0,1,1,0,0,0,0.005940593779087,2.2687018e-06,0.0029589646,0.0025509857,0.0004011765,0.0,320.2241668701172,67.919495,74.21185,66.84787,47.91882,61.4477,67786410.0,11542938.0,11140652.0,13886561.0,18181340.0,13205586.0,1469.73046875,292.13474,290.3859,291.52405,299.4698,296.2231,0,0,0,1,9.1,3.214285714,3.428571429,3.095238095,3.052631579
29.9880774,77.50812995,1995,93020,240610,1,0,0,0,1,0,0.0365388244390487,0.0036717877,0.012935119,0.012319755,0.00756683,4.5333058e-05,351.361759185791,46.603424,81.485504,86.258286,79.74195,57.272594,75928306.0,20226972.0,13928889.0,11076990.0,15378881.0,15316574.0,1518.87060546875,309.39627,303.5519,302.0737,302.6074,301.24133,0,0,0,1,9.1,2.551913144,1.957589063,2.305940799,2.586648033
29.9880774,77.50812995,1995,167130,441940,0,1,0,0,0,1,0.0080688744783401,0.00018132478,0.0036525242,0.0028139055,0.00142112,0.00015072525,325.9571952819824,66.18708,71.87681,68.95027,57.495335,59.331688,66705180.0,11091551.0,11472843.0,13604486.0,17330714.0,13287872.0,1463.1365051269531,291.38028,288.256,291.1684,296.1087,295.97562,0,0,0,1,9.1,2.355838051,2.417569452,2.650444734,2.644288877
29.9880774,77.50812995,1995,13580,18340,1,0,0,1,0,0,0.0365388244390487,0.0036717877,0.012935119,0.012319755,0.00756683,4.5333058e-05,351.361759185791,46.603424,81.485504,86.258286,79.74195,57.272594,75928306.0,20226972.0,13928889.0,11076990.0,15378881.0,15316574.0,1518.87060546875,309.39627,303.5519,302.0737,302.6074,301.24133,0,0,0,1,9.1,1.378605769,1.345855695,1.558044807,1.350515464
29.9880774,77.50812995,1995,280,720,0,1,1,0,0,0,0.0080688744783401,0.00018132478,0.0036525242,0.0028139055,0.00142112,0.00015072525,325.9571952819824,66.18708,71.87681,68.95027,57.495335,59.331688,66705180.0,11091551.0,11472843.0,13604486.0,17330714.0,13287872.0,1463.1365051269531,291.38028,288.256,291.1684,296.1087,295.97562,0,0,0,1,9.1,3.428571429,3.095238095,3.052631579,2.571428571
29.9880774,77.50812995,1996,90150,234830,1,0,0,0,1,0,0.0356412790715694,0.0078070834,0.007555498,0.014001524,0.005417023,0.0008601509,385.9988250732422,66.20441,82.256424,86.58498,83.24018,67.71284,71328427.0,16923688.0,14751070.0,10704842.0,13638349.0,15310478.0,1511.9512634277344,305.20016,303.49493,301.85202,301.6998,299.70435,0,0,0,1,9.1,1.957589063,2.305940799,2.586648033,2.604880754
29.9880774,77.50812995,1996,172720,492770,0,1,0,0,0,1,0.0082479268312454,5.0999224e-05,0.0026869774,0.004457142,0.0009020828,0.0,326.69471740722656,62.23595,69.920425,74.8083,60.398357,59.55814,66228058.0,11101710.0,11494853.0,13421967.0,16921656.0,13400634.0,1464.8946838378906,290.70724,289.01984,291.60416,297.58783,295.57947,0,0,0,1,9.1,2.417569452,2.650444734,2.644288877,2.852999074
29.9880774,77.50812995,1996,11910,18570,1,0,0,1,0,0,0.0356412790715694,0.0078070834,0.007555498,0.014001524,0.005417023,0.0008601509,385.9988250732422,66.20441,82.256424,86.58498,83.24018,67.71284,71328427.0,16923688.0,14751070.0,10704842.0,13638349.0,15310478.0,1511.9512634277344,305.20016,303.49493,301.85202,301.6998,299.70435,0,0,0,1,9.1,1.345855695,1.558044807,1.350515464,1.559193955
29.9880774,77.50812995,1996,230,650,0,1,1,0,0,0,0.0082479268312454,5.0999224e-05,0.0026869774,0.004457142,0.0009020828,0.0,326.69471740722656,62.23595,69.920425,74.8083,60.398357,59.55814,66228058.0,11101710.0,11494853.0,13421967.0,16921656.0,13400634.0,1464.8946838378906,290.70724,289.01984,291.60416,297.58783,295.57947,0,0,0,1,9.1,3.095238095,3.052631579,2.571428571,2.826086957
29.9880774,77.50812995,1997,98230,256190,1,0,0,0,1,0,0.0309790112078189,0.004364215,0.01359128,0.00957158,0.0023821294,0.0010698065,376.8442840576172,61.002228,82.79471,82.11412,80.58465,70.34858,74282928.0,19428834.0,12642792.0,13526941.0,14654901.0,14029460.0,1511.8484802246094,305.57587,303.53546,302.7703,302.1636,297.80325,0,0,0,1,9.1,2.305940799,2.586648033,2.604880754,2.60806271
29.9880774,77.50812995,1997,172170,474610,0,1,0,0,0,1,0.0034870691597461,2.1532178e-05,0.0013655908,0.0005417019,0.0015582442,0.001423385,301.9064025878906,62.002075,71.19746,55.087284,54.061447,70.46118,68257775.0,11849055.0,11763044.0,14697906.0,16547136.0,11743065.0,1463.1084594726562,290.43173,288.50662,291.4141,297.17654,294.47916,0,0,0,1,9.1,2.650444734,2.644288877,2.852999074,2.756635883
